Barcode,Product Name,Ingredients,Packaging,Brand,is_plastic,is_glass,is_biodegradable,Eco_Score,Eco_Label,Category
8901014004843.0,cup noodles veggi manchow,"refined wheat flour (maida), edible vegetable oil (palm o lodised salt, dehydrated pieces 3.43% (carrot, garlic, red chilli, green chil spring onion), sugar, garlic powder, onion powder, hydrolysed vegetable prote powder (soya), corn starch, mixed spices 0.98% (red chilli & ginger, yea extract powder, acidity regulators [ins 500(i), ins 451(1) & ins 330), thickener (ins 415), flavour enhancers (ins 631 & ins 627), soya sauce powder, colours ins 150d & ins 160c], artificial wok flavour & antioxidant (ins 319) allergen information: contains wheat & soy. may contain milk",unknown,Unknown,0,0,0,0,Low,spices
8901786060504.0,Chaat Masala,"rock salt, black salt, dried mango, cumin, pomegranate seed, black pepper, dried ginger, chilli, mint leaf, nutmeg, bishop's weed, citric acid and compounded asafoetida allergen information: may contain mustard","plastic, cardboard box",Unknown,1,0,0,-1,Low,spices
8901042954738.0,Rasam Powder,"coriander (49%), red chilli (24%), cumin (17%), fenugreek (10%), asafoetida.",unknown,Unknown,0,0,0,0,Low,spices
8908003032139.0,Kitchen treasures Turmeric Powder,unknown,unknown,Unknown,0,0,0,0,Low,spices
8904109465826.0,Chyawanprash with Saffron,each 10g contains 450 mg wth(sida cordifolia) ya phaseolus tribulus) freg ute (piper longum) hai leramnus labialis) 1 (pistacia integerrima) tt ephyllanthus niruri) t(vitis vinifera) dha-t (leptadenia reticulate) 45 mg 45 mg 55 mg 45 mg e 45 mg a 45 mg 25 mg a 45 mg (terminalia chebula) 45 mg fretu (tinospora cordifolia) 45 mg 45 mg 45 mg f 45 mg 45 mg 45 mg 45 mg 45 mg 45 mg 90 mg 45 mg 45 mg (habenaria intermedia) trare (malaxis acuminate) (curcuma zedoaria) eet(cyperus rotundus) t-ta (boerhaavia diffusa) r(polygonatum cirrhifolium) eteer (nymphaea nouchall) rta(puraria tuberosa) (adhatoda vasica) r(roscoea alpine) (martynia diandra) mfg. ii kl-181,unknown,Unknown,0,0,0,0,Low,spices
8904103070255.0,swastiks strong hing,unknown,unknown,Unknown,0,0,0,0,Low,spices
8939997630766.0,CORIANDER POWDER KitchenFeast,coriander,pack,Unknown,0,0,0,0,Low,spices
8901725112912.0,Sambar Masala,"mixed spices (76.9%) [ coriander (31.9%), red chilli (23%), cumin (5.2%), black pepper (5%), fenugreek, compounded asafoetida, mustard, spice extracts, ginger (0.9%), curry leaves (0.8%), turmeric (0.3%)], lodized salt (8%), chana dal (6.2%), arhar dal, urd dal and refined sunflower oil.",unknown,Unknown,0,0,0,0,Low,spices
8904293709706.0,Fennel (Saunf),saunf green,unknown,Unknown,0,0,0,0,Low,spices
8902188801092.0,chilli powder,"chilli powder, refined palmolein edible oil.",plastic,Unknown,1,0,0,-1,Low,spices
8906097400032.0,Turmeric Powder,turmeric,unknown,Unknown,0,0,0,0,Low,spices
8904293718203.0,Classic Hing,"wheat flour (atta)-54.5%, gum arabic (ins 414), asafoetida",unknown,Unknown,0,0,0,0,Low,spices
8906021128735.0,Mango Ginger Pickle,"mango ginger, red chilli powder, edible vegetable oil - refined rice bran oil, mustard, fenugreek powder, compounded asafoetida, salt, acidity regulator (e260) - acetic acid and contains permitted class ii preservative (e211)-sodium benzoate. allergen advice: contain mustard and gluten. &quot;this product is processed in a facility that also processes products that contain sesame, celery, peanuts, treenuts, soya, milk and sulphite&quot;.",unknown,Unknown,0,0,0,0,Low,spices
8901786080502.0,Everest Sambhar Masala,unknown,"plastic, cardboard box",Unknown,1,0,0,-1,Low,spices
8906002080038.0,Sakthi Turmeric Powder,turmeric,unknown,Unknown,0,0,0,0,Low,spices
8906003656423.0,Three Mango Ginger Pickle,"ginger, tamarind paste, lodized salt, refined rice bran oil, jaggery, mixed spice powder, garlic mustard seeds,curry leaves and dry chillies, acidity regulator - citric acid.",unknown,Unknown,0,0,0,0,Low,spices
8906021122436.0,Black Pepper Powder,black pepper,plastic,Unknown,1,0,0,-1,Low,spices
8906021122290.0,Aachi Mutton Masala,"spice content - 84% (coriander, red chilli powder, black pepper, turmeric powder, cumin, fennel, bay leaves, cloves, star anise, mace, curry leaves), salt-7%, gram dhal and toor dhal. 2.7 saturated fat (0) 0.9 0.6 transfat (g) &lt;01 0.0 cholesterol (mg) 510 sodium (mg) 27900 206",unknown,Unknown,0,0,0,0,Low,spices
8906021120470.0,Aachi chicken masala,"spice content - 77% (red chilli powder. turmeric powder, black pepper, cumin, cassia bark (taj), cardamom. garlic flakes, dry ginger, dry fenugreek leaves, mustard). gram dhal,toor dhal, urad dal and salt - 5%",unknown,Unknown,0,0,0,0,Low,spices
8906036070470.0,Rajesh Chole Masala,unknown,unknown,Unknown,0,0,0,0,Low,spices
8903023006047.0,Premium Whole Methi (Fenugreek),fenugreek,unknown,Unknown,0,0,0,0,Low,spices
8908001487092.0,Chilli Powder,unknown,unknown,Unknown,0,0,0,0,Low,spices
8901192226051.0,Hing,"white flour, asafoetida, edible gum, wheat flour 55% approx.",plastic,Unknown,1,0,0,-1,Low,spices
8901662033509.0,Suhana Super garam masala,unknown,unknown,Unknown,0,0,0,0,Low,spices
8901786410507.0,Kashmirilal,unknown,unknown,Unknown,0,0,0,0,Low,spices
8906091170290.0,Hing (Compound Asafoetida),"edible gum, wheat flour, asafoetida",unknown,Unknown,0,0,0,0,Low,spices
8903023198827.0,More Choice Jeera,jeera,unknown,Unknown,0,0,0,0,Low,spices
8906020730786.0,Savour Spice Valley Green Cardamom,green cardamom,unknown,Unknown,0,0,0,0,Low,spices
8902167000317.0,Black Pepper Powder,black pepper powder,unknown,Unknown,0,0,0,0,Low,spices
8904293709232.0,Flipkart Grocery Classic Mustard (Rai Small),mustard (rai small),unknown,Unknown,0,0,0,0,Low,spices
8901440023166.0,Turmeric Powder,turmeric,unknown,Unknown,0,0,0,0,Low,spices
8906097402562.0,Zoff Clove Whole,clove whole,unknown,Unknown,0,0,0,0,Low,spices
8901192114006.0,Sprinkler Black Pepper,black pepper,unknown,Unknown,0,0,0,0,Low,spices
8902901222227.0,Good life chilli powder,chilli powder,unknown,Unknown,0,0,0,0,Low,spices
8903023006016.0,Vedaka Mustard Seeds Small,mustard seeds,unknown,Unknown,0,0,0,0,Low,spices
8906033531394.0,Snapin Chilli Flakes,chillies,unknown,Unknown,0,0,0,0,Low,spices
8906097402913.0,Zoff Cumin Seeds,cumin seeds,unknown,Unknown,0,0,0,0,Low,spices
74305001161,Organic Apple Cider Vinegar,"certified organic, raw apple cider vinegar and purified water, diluted to 5% acidity,",unknown,Unknown,0,0,0,2,Moderate,condiments
8901030921797.0,kissan fresh tomato,unknown,unknown,Unknown,0,0,0,0,Low,condiments
8901030897542.0,Kissan Fresh Tomato Ketchup,"water, tomato paste (28%), sugar, iodised salt, acidity regulator-e260, stabilizers - e1422, e415, preservetive - e211, onion power, garlic powder, spices and condiments.",unknown,Unknown,0,0,0,0,Low,condiments
8904043901015.0,Tata salt,"edible common salt, potassium jodate (2mg) and anticaking agent (ins 536)","plastic, hdpe",Unknown,1,0,0,-1,Low,condiments
8901047816208.0,Dal makhani,"water, black gram lentils (33.3%), tomato (8.4%), red kidney beans (4%), sunflower oil, garlic, salt, ginger (0.6%), cumin powder, garam masala, red chilli powder, fenugreek leaves, cinnamon, cardamom, bay leaf, nutmeg powder, mace powder",unknown,Unknown,0,0,0,0,Low,condiments
8906069403412.0,Chef's Special Tomato Ketchup,"water, tomato paste (28.0%), sugar, lodised salt, stabilizers (ins1422, ins415), acidity regulator (ins260), spices and condiments and preservative (ins211).",unknown,Unknown,0,0,0,0,Low,condiments
8901058895780.0,Hot & sweet tomato chili sauce,"water, sugar, tomato paste (11.9%), red chilli puree (6.6%), iodised salt, acidity regulator, starch, mixed spices, garlic powder, thickener, onion powder and preservative . may contains milk & nut.",unknown,Unknown,0,0,0,0,Low,condiments
8901030872693.0,Unknown,"refined soybean oil (fortified with vitamin a & d), water, sugar, thickeners-e 1442, e 1450, natural vinegar, lodised salt, spices & condiments, lemon juice concentrate, preservative-e 202, nature identical and natural flavouring substances, sequestrant-e 385. may contain traces of soya. number of serves per pack: approx. 53 &quot;source: euromonitor, cooking ing retail value rsp, (includes hellmann's a sales), 2022 data. store in cool, dry & hygienic place away from dire",unknown,Unknown,0,0,0,0,Low,condiments
7.37628E+11,Peanut Satay Sauce Medium Spicy,"water, coconut milk, sugar, soybean oil, peanut, white sesame seed, tamarind paste (tamarind, water), spices (including chili pepper), salt, modified tapioca starch, shallot, garlic, lemongrass, citric acid and kaffir lime,",unknown,Unknown,0,0,0,0,Low,condiments
8901030898105.0,Hellman's Real Mayonnaise,"refined soybean oil (fortified with vitamin a & d), water, sugar, thickeners-e 1442, e 1450, natural vinegar, lodised salt, spices & condiments, lemon juice concentrate, preservative-e 202, nature identical and natural flavouring substances, sequestrant-e 385.",unknown,Unknown,0,0,0,0,Low,condiments
8901058001181.0,maggi,"water, tomato paste (24.5%), sugar, lodized salt, acidity regulator (260), thickeners (1422 & 415), dehydrated onion, dried garlic, preservative (211) and mixed spices.",unknown,Unknown,0,0,0,0,Low,condiments
24907,Teriyaki Dip Sauce Marinade,"soft brown sugar dark soy sauce (water soybeans roasted wheat (contains gluten) salt) ginger pur√©e water honey cornflour concentrated lime juice smoked salt dried red chillies mirin rice wine (rice wine gucose syrup water). for allergens see ingredients in bold. suitable for vegetarians preparation pierce meat, fish or poultry and cover with during cooking, baste with extra marinade for extra flavour. marinade. leave for 15 mins or more to allow flavours to develop ‚?è ‚?è ‚?è ‚?è ‚?è ‚?è nutrition serves/portions/porties: 20 typical values/ energie/energie 721kj/",unknown,Unknown,0,0,0,0,Low,condiments
8901246005373.0,TOMATO KETCHUP CLASSIC BLEND,unknown,plastic pouch,Unknown,1,0,0,-1,Low,condiments
8901595862740.0,Red Chilli Sauce,"water, sugar, red chilli (6%), garlic, ginger, lodised salt, thickener (ins 1422), acidity regulators (ins 261 ins 330), emulsifying and stabilizing agent (ins 415), preservative (ins 211). allergen advice: may contain: wheat, nut:, sesame seeds soy, mustard and milk.",unknown,Unknown,0,0,0,0,Low,condiments
8901595862726.0,Dark Soy Sauce,"water, sugar, lodised salt, natural colour (ins 150c), soybeans (10%), wheat, acidity regulator (ins 260), preservative (ins 202),",unknown,Unknown,0,0,0,0,Low,condiments
8901058001198.0,Rich tomato ketchup,"water, tomato paste 24.5%, sugar, iodized salt, acidity regulator 260, thickeners 1422, thickeners 415, dehydrated onion, dried garlic, preservative 211, and mixed spices.",unknown,Unknown,0,0,0,0,Low,condiments
8901030532719.0,Fresh ?ç? 500g,"water, tomato paste (28%), sugar, iodised salt, acidity regulator - 260, stabilizers - 1422, 415, preservative - 211, onion powder, garlic powder, spices and condiments.",unknown,Unknown,0,0,0,0,Low,condiments
8901808000068.0,WeikField Custurd Powder Vanilla,"maize starch, iodized salt, artificial flavouring substance(vanilla), synthetic food colours (ins 102,110,122)",unknown,Unknown,0,0,0,0,Low,condiments
8901030877131.0,Real Mayonnaise,unknown,unknown,Unknown,0,0,0,0,Low,condiments
8906002000494.0,Dr Oetker Funfoods Veg Mayonnaise,"refined soyabean oil, water, sugar, milk solids, lodised salt, stabilizers (ins415, ins1442), acidity regulators (ins260, preservatives (ins211, ins202), antioxidant (ins319).",unknown,Unknown,0,0,0,-1,Low,condiments
8901030919305.0,pizza & pasta sauce,"water, vegetables (crushed tomato - 25%, diced tomato - 20%, chopped onion-3.5% and garlic paste-2.5%), sugar, lodised salt, soyabean oil, stabilisers - e1422, e415, acidity regulator - e260, herbs (oregano and basil - 0.12%), white pepper powder, preservative-e211",unknown,Unknown,0,0,0,0,Low,condiments
8901725123123.0,iodized salt,"edible common salt, anticaking agents (ins 551, ins 336) and potassium iodate",unknown,Unknown,0,0,0,0,Low,condiments
8906069400060.0,Southwest Chipotle Dressing,"water, synthetic vinegar [water, acetic acid (ins260)], refined soyabean oil, liquid glucose, milk solids, emulsifiers and stabilizers (ins1442, ins1450. ins415), tomato paste, spices and condiments, lodised salt, sugar, chillies (1.6%), cheese powder, natural flavouring substances, preservatives (ins211, ins202), acidity regulator (ins330), herbs, antioxidant (ins319) and sequestrant (ins385). allergen information: contains milk.",unknown,Unknown,0,0,0,-1,Low,condiments
8904004401172.0,Khatta Meetha,"refined palmolein oil, rice flakes (22%) , bengal gram flour (besan) (21%), refined sugar, split pulse bengal gram (chana dal) (7%) groundnuts (peanuts) (5%), sago (4%), red lentils (masur whole) (2.5%), edible common salt, black salt, turmeric acidity regulator (ins 330), red chilli, ajwain, raising agent s500i) & asafoetida tard seed",is other 57 keep your city clean,Unknown,0,0,0,0,Low,condiments
8906002004430.0,Veg mayonnaise,"refined soyabean oil, water, sugar, milk solids, iodised salt, lemon juice, emulsifiers and stabilizers (ins415, ins1442), acidity regulators (ins260, ins330), preservatives (ins211, ins202), antioxidant (ins319).  contains milk.",plastic pouch,Unknown,1,0,0,-2,Low,condiments
8904288601275.0,White Vinegar,"water, acetic acid (acidity regulator - 260).",unknown,Unknown,0,0,0,0,Low,condiments
8906002488551.0,Doublemint,"sugar, liquid glucose, edible vegetable oil (palm oil), stabilizers (ins 1400, ins 142, ins 1450], flavours [natural, nature identical and artificial (mint)], glazing agent (ins 90 colours [ins 171, ins 133]. may contain soy",unknown,Unknown,0,0,0,0,Low,condiments
8906002004461.0,Dr Oetker Funfoods Veg Mayonnaise,"refined soyabean oil, water, sugar, milk solids, lodised salt, lemon juice, emulsifiers and stabilizers (ins415, ins1442), acidity regulators (ins260, ins330), preservatives (ins211, ins202), antioxidant (ins319).",unknown,Unknown,0,0,0,-1,Low,condiments
8906002000883.0,Dr Oetker Funfoods Veg Mayonnaise Garlic,unknown,unknown,Unknown,0,0,0,0,Low,condiments
8904043926612.0,Himalayan Rock Salt,"rock salt (sendha namak), potassium lodate",unknown,Unknown,0,0,0,0,Low,condiments
8908012605003.0,tomato ketchup,unknown,unknown,Unknown,0,0,0,0,Low,condiments
8901542013157.0,Heinz &quot;Tomato Ketchup&quot; 900GM,"water, tomato paste (26%), sugar, vinegar, salt, extracts of spice, onion, garlic. contains celery.",unknown,Unknown,0,0,0,0,Low,condiments
8904043901077.0,Salt LITE,"edible common salt, potassium chloride, anticaking agents (ins 551, ins 536), potassium lodate",unknown,Unknown,0,0,0,0,Low,condiments
8906069403054.0,Veeba pazta sauce,"vegetables* [52.0% [tomato paste (36.0%), onions (12.0%), garlic (4.0%)}], sugar, water, refined soyabean oil, lodised salt, acidity regulators (ins260, ins330), spices and condiments, herbs (0.5%), stabilizer (ins415) and preservative (ins211).",unknown,Unknown,0,0,0,0,Low,condiments
8901192205261.0,Ginger Garlic - Culinary Paste,"ginger (43%), garlic (27%), water, lodized salt, acidity regulator (ins 296), stabilizer (ins 415), preservatives (ins 211 & ins 224)",unknown,Unknown,0,0,0,-1,Low,condiments
Unknown,Lunn Thar Desert Salt,"Desert salt with 70 essential minerals (zinc, iodine, potassium, magnesium, calcium, iron)","Eco-friendly, free from microplastics",Lunn,0,0,1,5,High,Uncategorized
Unknown,Organic Chaat Masala,"Organic rock salt, cumin, mango powder, black pepper, chili powder",Glass jar (recyclable and sustainable),Natureland Organics,0,1,0,5,High,Uncategorized
Unknown,Bhuira Natural Juice,"Natural fruits, no artificial preservatives",Glass bottle (recyclable and sustainable),Bhuira,0,1,0,4,High,Uncategorized
Unknown,Orgain Organic Plant-Based Protein Shake,"Organic protein blend (pea protein, chia seeds), organic cocoa powder, organic sunflower oil, natural flavors, organic stevia extract",Tetra Pak (recyclable),Orgain,0,0,1,5,High,Uncategorized
Unknown,Organic Sparkling Water,"Natural mineral water, carbonation",Glass bottle (recyclable),Himalayan Natural Mineral Water,0,1,0,4,High,Uncategorized
Unknown,Native Energy Drink,"Carbonated water, natural fruit juice (e.g., pomegranate, orange, and lime), cane sugar, guarana extract, natural flavors, vitamin C, caffeine",Glass bottle (recyclable and eco-friendly),Raw Pressery,0,1,0,4,Moderate,Uncategorized
Unknown,Beetroot Chips,"Beetroot, sunflower oil, sea salt",Biodegradable bag,Terra,0,0,1,4,High,Uncategorized
Unknown,Organic Moong Dal,100% organically grown split moong dal,Paper or compostable material,Organic Tattva,0,0,1,5,High,Uncategorized
Unknown,Banana Chips (Masala Flavor),"Banana slices, coconut oil, masala spice blend (chili, turmeric, garlic powder, coriander powder), sea salt",Compostable bag,EarthMade Organics,0,0,1,4,High,Uncategorized
Unknown,Organic Cocoa Cookies,"Whole wheat flour, organic cocoa powder, organic jaggery, coconut oil, sea salt",Paper (recyclable and compostable),Conscious Food,0,0,1,4,High,Uncategorized
Unknown,Organic Multigrain Chips,"Organic multigrain blend (corn, quinoa, amaranth), sea salt, turmeric, organic spice mix",Biodegradable bag,Sattviko,0,0,1,4,High,Uncategorized
Unknown,Masala Plantain Chips,"Plantains, coconut oil, natural spices (turmeric, chili, cumin), sea salt",Biodegradable packaging,Beyond Snack,0,0,1,4,High,Uncategorized
Unknown,Sweet Potato Chips (Spicy Flavor),"Sweet potato, olive oil, organic chili powder, organic onion powder, garlic powder, sea salt",Compostable bag,Healthy Alternatives,0,0,1,4,High,Uncategorized
Unknown,Spicy Quinoa Puffs,"Quinoa, amaranth, rice flour, natural spices (turmeric, chili, coriander), sunflower oil, sea salt",Biodegradable bag,Snackible,0,0,1,4,High,Uncategorized
3760011310188.0,Jean HervÈ Organic Hazelnut Spread,"Organic hazelnuts, raw cane sugar, sunflower oil, cocoa powder",Glass jar (recyclable),Jean HervÈ,0,1,0,5,High,Uncategorized
